name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,price_category,mileage_category,age_category,log_price,owner_encoded,transmission_encoded,fuel_encoded,seller_type_encoded,brand_encoded,price_category_encoded,mileage_category_encoded,age_category_encoded
Maruti Alto K10 VXI,2018,320000,38900,Petrol,Individual,Manual,Third Owner,6,Maruti,Mid-Range,Low,Recent,12.676076274775909,2,0,4,1,18,1,0,1
Hyundai Creta 1.6 CRDi SX Plus,2016,1249000,60000,Diesel,Individual,Manual,Third Owner,8,Hyundai,Luxury,Medium,Old,14.037853789107714,2,0,1,1,10,3,1,2
Maruti Wagon R LXI Minor,2008,120000,110000,Petrol,Individual,Manual,Third Owner,16,Maruti,Budget,High,Very Old,11.695247021764184,2,0,4,1,18,0,2,3
Volkswagen Vento Diesel Trendline,2011,200000,100000,Diesel,Individual,Manual,Second Owner,13,Volkswagen,Budget,Medium,Old,12.206072645530174,1,0,1,1,27,0,1,2
Hyundai Creta 1.6 CRDi SX,2016,1151000,85000,Diesel,Individual,Manual,First Owner,8,Hyundai,Luxury,Medium,Old,13.95614168770402,0,0,1,1,10,3,1,2
Tata Indica Vista Quadrajet LS,2012,120000,140000,Diesel,Individual,Manual,First Owner,12,Tata,Budget,High,Old,11.695247021764184,0,0,1,1,25,0,2,2
Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,First Owner,7,Renault,Budget,Low,Recent,12.301382825334498,0,0,4,1,23,0,0,1
Mahindra TUV 300 T10 Dual Tone,2018,784000,40000,Diesel,Individual,Manual,First Owner,6,Mahindra,Premium,Low,Recent,13.572164299332545,0,0,1,1,17,2,0,1
Honda Jazz 1.2 S i VTEC,2017,500000,50000,Petrol,Individual,Manual,First Owner,7,Honda,Mid-Range,Low,Recent,13.122363377404328,0,0,4,1,9,1,0,1
Hyundai EON Era Plus,2018,350000,20000,Petrol,Individual,Manual,First Owner,6,Hyundai,Mid-Range,Low,Recent,12.765688433465597,0,0,4,1,10,1,0,1
Mahindra XUV500 W7 AT BSIV,2018,1400000,50000,Diesel,Individual,Automatic,First Owner,6,Mahindra,Luxury,Low,Recent,14.151982794585487,0,1,1,1,17,3,0,1
Mahindra Thar CRDe AC,2014,600000,100000,Diesel,Individual,Manual,Second Owner,10,Mahindra,Mid-Range,Medium,Old,13.304684934198283,1,0,1,1,17,1,1,2
Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,525000,9400,Petrol,Individual,Manual,First Owner,5,Hyundai,Mid-Range,Low,Recent,13.17115354157376,0,0,4,1,10,1,0,1
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,930000,12000,Diesel,Individual,Manual,First Owner,7,Ford,Premium,Low,Recent,13.742939865129438,0,0,1,1,8,2,0,1
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,440000,14100,CNG,Dealer,Manual,First Owner,7,Maruti,Mid-Range,Low,Recent,12.994530005894443,0,0,0,0,18,1,0,1
Maruti Celerio ZXI,2016,434999,21000,Petrol,Dealer,Manual,First Owner,8,Maruti,Mid-Range,Low,Old,12.983099011217604,0,0,4,0,18,1,0,2
Hyundai i10 Magna,2011,250000,28000,Petrol,Dealer,Manual,First Owner,13,Hyundai,Budget,Low,Old,12.429216196844383,0,0,4,0,10,0,0,2
Maruti Ertiga SHVS ZDI Plus,2017,940000,35000,Diesel,Dealer,Manual,First Owner,7,Maruti,Premium,Low,Recent,13.753635154246187,0,0,1,0,18,2,0,1
Hyundai Verna 1.6 CRDi AT SX,2017,1050000,31000,Diesel,Dealer,Automatic,First Owner,7,Hyundai,Luxury,Low,Recent,13.864300722133706,0,1,1,0,10,3,0,1
Maruti Ertiga SHVS ZDI,2016,825000,58000,Diesel,Dealer,Manual,First Owner,8,Maruti,Premium,Medium,Old,13.623138665316818,0,0,1,0,18,2,1,2
Maruti Wagon R VXI Minor,2012,229999,25000,Petrol,Individual,Manual,First Owner,12,Maruti,Budget,Low,Old,12.345830240069793,0,0,4,1,18,0,0,2
Hyundai i20 1.2 Asta,2011,375000,72000,Petrol,Dealer,Manual,First Owner,13,Hyundai,Mid-Range,Medium,Old,12.834681304952548,0,0,4,0,10,1,1,2
Maruti Ertiga ZDI,2013,640000,89000,Diesel,Dealer,Manual,First Owner,11,Maruti,Premium,Medium,Old,13.369223455335854,0,0,1,0,18,2,1,2
Toyota Innova 2.5 V Diesel 8-seater,2012,800000,160000,Diesel,Dealer,Manual,First Owner,12,Toyota,Premium,High,Old,13.592367006650065,0,0,1,0,26,2,2,2
Ford Figo Petrol ZXI,2012,130000,30000,Petrol,Individual,Manual,Third Owner,12,Ford,Budget,Low,Old,11.77528972943772,2,0,4,1,8,0,0,2
Hyundai i10 Sportz 1.1L,2014,300000,37555,Petrol,Dealer,Manual,First Owner,10,Hyundai,Budget,Low,Old,12.611537753638338,0,0,4,0,10,0,0,2
Maruti Wagon R VXI BS IV,2018,440000,14000,Petrol,Dealer,Manual,First Owner,6,Maruti,Mid-Range,Low,Recent,12.994530005894443,0,0,4,0,18,1,0,1
Maruti Ertiga VXI CNG,2014,595000,56600,CNG,Dealer,Manual,First Owner,10,Maruti,Mid-Range,Medium,Old,13.296316684527767,0,0,0,0,18,1,1,2
Mahindra Scorpio EX,2013,450000,110000,Diesel,Individual,Manual,First Owner,11,Mahindra,Mid-Range,High,Old,13.017002861746503,0,0,1,1,17,1,2,2
Maruti Vitara Brezza VDi Option,2017,690000,50000,Diesel,Individual,Manual,First Owner,7,Maruti,Premium,Low,Recent,13.444446876573442,0,0,1,1,18,2,0,1
Maruti Alto 800 VXI,2019,300000,5000,Petrol,Individual,Manual,First Owner,5,Maruti,Budget,Low,Recent,12.611537753638338,0,0,4,1,18,0,0,1
Chevrolet Sail 1.2 Base,2014,170000,100000,Petrol,Individual,Manual,Second Owner,10,Chevrolet,Budget,Medium,Old,12.043553716032399,1,0,4,1,3,0,1,2
Toyota Etios Liva GD SP,2012,280000,120000,Diesel,Individual,Manual,First Owner,12,Toyota,Budget,High,Old,12.542544882151386,0,0,1,1,26,0,2,2
Maruti Swift VXI BSIII,2009,220000,67580,Petrol,Individual,Manual,Second Owner,15,Maruti,Budget,Medium,Old,12.301382825334498,1,0,4,1,18,0,1,2
Hyundai Santro Xing GLS,2009,140000,100000,Petrol,Individual,Manual,Third Owner,15,Hyundai,Budget,Medium,Old,11.84939770159144,2,0,4,1,10,0,1,2
Maruti Esteem Lxi,2004,45000,60000,Petrol,Individual,Manual,First Owner,20,Maruti,Budget,Medium,Very Old,10.714417768752456,0,0,4,1,18,0,1,3
Ford Figo Diesel Titanium,2014,200000,125000,Diesel,Individual,Manual,Second Owner,10,Ford,Budget,High,Old,12.206072645530174,1,0,1,1,8,0,2,2
Mahindra Scorpio 2.6 Turbo 7 Str,2008,325000,120000,Diesel,Individual,Manual,Second Owner,16,Mahindra,Mid-Range,High,Very Old,12.691580461311874,1,0,1,1,17,1,2,3
Hyundai Verna CRDi SX,2010,300000,130000,Diesel,Individual,Manual,Second Owner,14,Hyundai,Budget,High,Old,12.611537753638338,1,0,1,1,10,0,2,2
Maruti 800 AC,2009,120000,250000,Petrol,Individual,Manual,Second Owner,15,Maruti,Budget,Very High,Old,11.695247021764184,1,0,4,1,18,0,3,2
Mahindra Verito Vibe 1.5 dCi D6,2015,280000,40000,Diesel,Individual,Manual,First Owner,9,Mahindra,Budget,Low,Old,12.542544882151386,0,0,1,1,17,0,0,2
Nissan Sunny XL D,2013,225000,78000,Diesel,Dealer,Manual,First Owner,11,Nissan,Budget,Medium,Old,12.323855681186558,0,0,1,0,21,0,1,2
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,750000,48238,Petrol,Trustmark Dealer,Automatic,First Owner,9,Ford,Premium,Low,Old,13.527828485512494,0,1,4,2,8,2,0,2
Hyundai i20 1.2 Magna Executive,2016,535000,38365,Petrol,Dealer,Manual,First Owner,8,Hyundai,Mid-Range,Low,Old,13.190022025878143,0,0,4,0,10,1,0,2
Mahindra XUV500 W10 1.99 mHawk,2016,1250000,23670,Diesel,Trustmark Dealer,Manual,First Owner,8,Mahindra,Luxury,Low,Old,14.038654109278484,0,0,1,2,17,3,0,2
Maruti Baleno Zeta 1.2,2017,650000,49834,Petrol,Trustmark Dealer,Manual,First Owner,7,Maruti,Premium,Low,Recent,13.38472764187182,0,0,4,2,18,2,0,1
Honda Brio S MT,2013,295000,57353,Petrol,Trustmark Dealer,Manual,First Owner,11,Honda,Budget,Medium,Old,12.594730635321957,0,0,4,2,9,0,1,2
Maruti Swift DDiS VDI,2015,480000,68308,Diesel,Trustmark Dealer,Manual,First Owner,9,Maruti,Mid-Range,Medium,Old,13.081541382884074,0,0,1,2,18,1,1,2
Honda City i DTEC SV,2015,575000,63240,Diesel,Trustmark Dealer,Manual,First Owner,9,Honda,Mid-Range,Medium,Old,13.262125319779487,0,0,1,2,9,1,1,2
Tata Harrier XE,2020,426000,1000,Diesel,Individual,Manual,First Owner,4,Tata,Mid-Range,Low,Recent,12.962194625251508,0,0,1,1,25,1,0,1
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,295000,90000,Diesel,Individual,Manual,Third Owner,9,Mahindra,Budget,Medium,Old,12.594730635321957,2,0,1,1,17,0,1,2
Mahindra Xylo E4,2011,330000,100000,Diesel,Individual,Manual,Second Owner,13,Mahindra,Mid-Range,Medium,Old,12.706847933442663,1,0,1,1,17,1,1,2
Maruti Ritz VXI,2009,150000,80000,Petrol,Individual,Manual,First Owner,15,Maruti,Budget,Medium,Old,11.918390573078392,0,0,4,1,18,0,1,2
Hyundai Creta 1.6 CRDi SX,2016,927999,90000,Diesel,Individual,Manual,First Owner,8,Hyundai,Premium,Medium,Old,13.74078593418155,0,0,1,1,10,2,1,2
Maruti Zen LXI,2003,70000,60000,Petrol,Individual,Manual,Fourth & Above Owner,21,Maruti,Budget,Medium,Very Old,11.156250521031495,3,0,4,1,18,0,1,3
Hyundai Xcent 1.2 CRDi SX,2015,399000,55000,Diesel,Dealer,Manual,First Owner,9,Hyundai,Mid-Range,Medium,Old,12.896716695872,0,0,1,0,10,1,1,2
Maruti Swift VDI Optional,2015,350000,90000,Diesel,Individual,Manual,First Owner,9,Maruti,Mid-Range,Medium,Old,12.765688433465597,0,0,1,1,18,1,1,2
Mahindra Scorpio 2.6 CRDe,2006,125000,50000,Diesel,Individual,Manual,Second Owner,18,Mahindra,Budget,Low,Very Old,11.736069016284437,1,0,1,1,17,0,0,3
Hyundai Santro Xing XS,2008,150000,90000,Petrol,Individual,Manual,Second Owner,16,Hyundai,Budget,Medium,Very Old,11.918390573078392,1,0,4,1,10,0,1,3
Hyundai EON Era Plus,2015,250000,25000,Petrol,Individual,Manual,First Owner,9,Hyundai,Budget,Low,Old,12.429216196844383,0,0,4,1,10,0,0,2
Hyundai Verna 1.6 SX CRDi (O),2014,675000,61000,Diesel,Dealer,Manual,First Owner,10,Hyundai,Premium,Medium,Old,13.422467969854667,0,0,1,0,10,2,1,2
Maruti S-Cross Alpha DDiS 200 SH,2018,950000,30000,Diesel,Individual,Manual,First Owner,6,Maruti,Premium,Low,Recent,13.764217263576723,0,0,1,1,18,2,0,1
Maruti Eeco 5 STR With AC Plus HTR CNG,2018,409999,45000,CNG,Individual,Manual,First Owner,6,Maruti,Mid-Range,Low,Recent,12.923909999653127,0,0,0,1,18,1,0,1
Fiat Linea Emotion (Diesel),2011,225000,60000,Diesel,Individual,Manual,First Owner,13,Fiat,Budget,Medium,Old,12.323855681186558,0,0,1,1,6,0,1,2
Honda Civic 1.8 V MT,2008,350000,75000,Petrol,Individual,Manual,Second Owner,16,Honda,Mid-Range,Medium,Very Old,12.765688433465597,1,0,4,1,9,1,1,3
Tata Indica LSI,2005,51111,140000,Petrol,Individual,Manual,Third Owner,19,Tata,Budget,High,Very Old,10.841755017213652,2,0,4,1,25,0,2,3
Chevrolet Sail 1.3 LS,2013,290000,56000,Diesel,Dealer,Manual,First Owner,11,Chevrolet,Budget,Medium,Old,12.577636201962656,0,0,1,0,3,0,1,2
Toyota Camry Hybrid,2006,310000,62000,Electric,Dealer,Automatic,Second Owner,18,Toyota,Mid-Range,Medium,Very Old,12.644327576461329,1,1,2,0,26,1,1,3
Hyundai Verna CRDi SX,2007,212000,58000,Diesel,Dealer,Manual,Second Owner,17,Hyundai,Budget,Medium,Very Old,12.26434155365415,1,0,1,0,10,0,1,3
Skoda Octavia Elegance 2.0 TDI AT,2013,900000,49000,Diesel,Dealer,Automatic,Second Owner,11,Skoda,Premium,Low,Old,13.710150042306449,1,1,1,0,24,2,0,2
Chevrolet Beat Diesel LT,2011,221000,56000,Diesel,Dealer,Manual,Second Owner,13,Chevrolet,Budget,Medium,Old,12.30591798049989,1,0,1,0,3,0,1,2
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,675000,73000,Diesel,Dealer,Manual,First Owner,11,Toyota,Premium,Medium,Old,13.422467969854667,0,0,1,0,26,2,1,2
Honda Amaze S i-Dtech,2014,421000,69000,Diesel,Dealer,Manual,First Owner,10,Honda,Mid-Range,Medium,Old,12.950388112664518,0,0,1,0,9,1,1,2
Maruti SX4 Zxi BSIII,2008,350000,10000,Petrol,Individual,Manual,First Owner,16,Maruti,Mid-Range,Low,Very Old,12.765688433465597,0,0,4,1,18,1,0,3
Hyundai Accent Executive CNG,2010,140000,110000,CNG,Individual,Manual,First Owner,14,Hyundai,Budget,High,Old,11.84939770159144,0,0,0,1,10,0,2,2
Skoda Octavia Ambiente 1.9 TDI MT,2002,90000,116000,Diesel,Individual,Manual,Second Owner,22,Skoda,Budget,High,Very Old,11.407564949312402,1,0,1,1,24,0,2,3
Honda City Edge Edition Diesel SV,2018,830000,40000,Diesel,Individual,Manual,First Owner,6,Honda,Premium,Low,Recent,13.62918097977278,0,0,1,1,9,2,0,1
Maruti Wagon R LXI Minor,2009,180000,30000,Petrol,Individual,Manual,First Owner,15,Maruti,Budget,Low,Old,12.100712129872347,0,0,4,1,18,0,0,2
Maruti Swift Vdi BSIII,2009,210000,109000,Diesel,Individual,Manual,Second Owner,15,Maruti,Budget,High,Old,12.254862809699606,1,0,1,1,18,0,2,2
Maruti SX4 S Cross DDiS 320 Zeta,2017,700000,90000,Diesel,Individual,Manual,First Owner,7,Maruti,Premium,Medium,Recent,13.458835614025542,0,0,1,1,18,2,1,1
Tata Indigo LX,2012,125000,120000,Diesel,Individual,Manual,First Owner,12,Tata,Budget,High,Old,11.736069016284437,0,0,1,1,25,0,2,2
Hyundai Verna 1.6 VTVT S,2017,530000,64916,Petrol,Individual,Manual,First Owner,7,Hyundai,Mid-Range,Medium,Recent,13.180632285528304,0,0,4,1,10,1,1,1
Ford Ecosport 1.5 DV5 MT Trend,2018,800000,37161,Diesel,Dealer,Manual,First Owner,6,Ford,Premium,Low,Recent,13.592367006650065,0,0,1,0,8,2,0,1
Maruti Baleno Zeta 1.2,2016,580000,15000,Petrol,Individual,Manual,First Owner,8,Maruti,Mid-Range,Low,Old,13.270783382522602,0,0,4,1,18,1,0,2
Audi Q3 2.0 TDI Quattro Premium Plus,2012,1400000,118000,Diesel,Individual,Automatic,Second Owner,12,Audi,Luxury,High,Old,14.151982794585487,1,1,1,1,1,3,2,2
Renault KWID 1.0 RXL,2018,300000,50852,Petrol,Individual,Manual,First Owner,6,Renault,Budget,Medium,Recent,12.611537753638338,0,0,4,1,23,0,1,1
Renault KWID RXT Optional,2016,300000,30000,Petrol,Individual,Manual,First Owner,8,Renault,Budget,Low,Old,12.611537753638338,0,0,4,1,23,0,0,2
Maruti Ciaz ZDi SHVS,2015,700000,77000,Diesel,Individual,Manual,First Owner,9,Maruti,Premium,Medium,Old,13.458835614025542,0,0,1,1,18,2,1,2
Nissan Sunny XL,2012,250000,70000,Petrol,Individual,Manual,Third Owner,12,Nissan,Budget,Medium,Old,12.429216196844383,2,0,4,1,21,0,1,2
Chevrolet Tavera Neo 3 9 Str BSIII,2016,500000,120000,Diesel,Individual,Manual,First Owner,8,Chevrolet,Mid-Range,High,Old,13.122363377404328,0,0,1,1,3,1,2,2
Honda Accord 2.4 AT,2009,428000,40000,Petrol,Individual,Automatic,Third Owner,15,Honda,Mid-Range,Low,Old,12.966878474563934,2,1,4,1,9,1,0,2
Tata Harrier XZ BSIV,2019,1400000,33000,Diesel,Individual,Manual,First Owner,5,Tata,Luxury,Low,Recent,14.151982794585487,0,0,1,1,25,3,0,1
Hyundai EON Era Plus,2013,219000,53500,Petrol,Individual,Manual,Third Owner,11,Hyundai,Budget,Medium,Old,12.296827008798639,2,0,4,1,10,0,1,2
Maruti Ertiga SHVS LDI,2017,500000,40000,Diesel,Individual,Manual,First Owner,7,Maruti,Mid-Range,Low,Recent,13.122363377404328,0,0,1,1,18,1,0,1
Honda City 1.5 S MT,2010,409999,60000,Petrol,Individual,Manual,First Owner,14,Honda,Mid-Range,Medium,Old,12.923909999653127,0,0,4,1,9,1,1,2
Tata Tigor 1.2 Revotron XZ Option,2018,570000,5000,Petrol,Individual,Manual,First Owner,6,Tata,Mid-Range,Low,Recent,13.253391639810733,0,0,4,1,25,1,0,1
Maruti SX4 Zxi BSIII,2007,160000,80000,Petrol,Individual,Manual,Third Owner,17,Maruti,Budget,Medium,Very Old,11.982929094215963,2,0,4,1,18,0,1,3
Maruti Ciaz ZDi Plus SHVS,2017,749000,51500,Diesel,Individual,Manual,Second Owner,7,Maruti,Premium,Medium,Recent,13.526494262499357,1,0,1,1,18,2,1,1
Maruti Swift Dzire VDi,2010,300000,120000,Diesel,Individual,Manual,Third Owner,14,Maruti,Budget,High,Old,12.611537753638338,2,0,1,1,18,0,2,2
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2014,550000,79800,Diesel,Dealer,Manual,First Owner,10,Ford,Mid-Range,Medium,Old,13.217673557208654,0,0,1,0,8,1,1,2
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2015,550000,97000,Diesel,Dealer,Manual,Second Owner,9,Ford,Mid-Range,Medium,Old,13.217673557208654,1,0,1,0,8,1,1,2
Ford Ecosport 1.5 Diesel Titanium Plus,2019,1250000,6590,Diesel,Dealer,Manual,First Owner,5,Ford,Luxury,Low,Recent,14.038654109278484,0,0,1,0,8,3,0,1
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,49957,Diesel,Dealer,Manual,First Owner,7,Ford,Premium,Low,Recent,13.458835614025542,0,0,1,0,8,2,0,1
Ford Figo 1.5 Sports Edition MT,2017,600000,43235,Diesel,Dealer,Manual,First Owner,7,Ford,Mid-Range,Low,Recent,13.304684934198283,0,0,1,0,8,1,0,1
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000,50699,Diesel,Dealer,Manual,First Owner,6,Ford,Premium,Medium,Recent,13.737549016494562,0,0,1,0,8,2,1,1
Ford Endeavour 3.2 Titanium AT 4X4,2016,1800000,126000,Diesel,Dealer,Automatic,First Owner,8,Ford,Luxury,High,Old,14.403297222866392,0,1,1,0,8,3,2,2
Ford Figo Aspire 1.5 TDCi Titanium Plus,2015,459999,140730,Diesel,Dealer,Manual,Second Owner,9,Ford,Mid-Range,High,Old,13.038979594549872,1,0,1,0,8,1,2,2
Hyundai i20 Active 1.2 SX,2015,565000,46000,Petrol,Individual,Manual,First Owner,9,Hyundai,Mid-Range,Low,Old,13.244581010128577,0,0,4,1,10,1,0,2
Hyundai EON Era Plus,2013,170000,80000,Petrol,Individual,Manual,Third Owner,11,Hyundai,Budget,Medium,Old,12.043553716032399,2,0,4,1,10,0,1,2
Toyota Qualis FS B3,2001,150000,256000,Diesel,Dealer,Manual,First Owner,23,Toyota,Budget,Very High,Very Old,11.918390573078392,0,0,1,0,26,0,3,3
Mahindra Scorpio VLX 2WD BSIII,2008,295000,120000,Diesel,Individual,Manual,First Owner,16,Mahindra,Budget,High,Very Old,12.594730635321957,0,0,1,1,17,0,2,3
Hyundai i20 Active 1.4 SX,2018,819999,40000,Diesel,Individual,Manual,First Owner,6,Hyundai,Premium,Low,Recent,13.617058399727497,0,0,1,1,10,2,0,1
Hyundai Elite i20 Diesel Asta Option,2019,819999,40000,Diesel,Individual,Manual,First Owner,5,Hyundai,Premium,Low,Recent,13.617058399727497,0,0,1,1,10,2,0,1
Maruti Ritz VXi,2015,320000,40000,Petrol,Individual,Manual,First Owner,9,Maruti,Mid-Range,Low,Old,12.676076274775909,0,0,4,1,18,1,0,2
Ford Ecosport 1.5 DV5 MT Titanium,2015,550000,135000,Diesel,Individual,Manual,Second Owner,9,Ford,Mid-Range,High,Old,13.217673557208654,1,0,1,1,8,1,2,2
Mahindra Bolero 2011-2019 SLX,2015,550000,50000,Diesel,Individual,Manual,First Owner,9,Mahindra,Mid-Range,Low,Old,13.217673557208654,0,0,1,1,17,1,0,2
Volkswagen Ameo 1.5 TDI Comfortline,2017,590000,98000,Diesel,Individual,Manual,First Owner,7,Volkswagen,Mid-Range,Medium,Recent,13.287877815881902,0,0,1,1,27,1,1,1
Honda City i DTec V,2017,950000,50000,Diesel,Individual,Manual,First Owner,7,Honda,Premium,Low,Recent,13.764217263576723,0,0,1,1,9,2,0,1
Honda City i-DTEC VX,2017,1000000,30000,Diesel,Individual,Manual,First Owner,7,Honda,Premium,Low,Recent,13.815510557964274,0,0,1,1,9,2,0,1
Nissan Terrano XE 85 PS,2013,500000,120000,Diesel,Individual,Manual,First Owner,11,Nissan,Mid-Range,High,Old,13.122363377404328,0,0,1,1,21,1,2,2
Fiat Punto EVO 1.3 Emotion,2017,450000,70000,Diesel,Individual,Manual,First Owner,7,Fiat,Mid-Range,Medium,Recent,13.017002861746503,0,0,1,1,6,1,1,1
Maruti Swift Dzire VDI Optional,2017,720000,35000,Diesel,Individual,Manual,First Owner,7,Maruti,Premium,Low,Recent,13.487006490992238,0,0,1,1,18,2,0,1
Maruti Celerio VDi,2015,390000,70000,Diesel,Individual,Manual,Second Owner,9,Maruti,Mid-Range,Medium,Old,12.873902018105829,1,0,1,1,18,1,1,2
Mahindra Thar 4X2,2014,500000,35000,Diesel,Individual,Manual,First Owner,10,Mahindra,Mid-Range,Low,Old,13.122363377404328,0,0,1,1,17,1,0,2
Toyota Fortuner 2.7 2WD AT,2016,2500000,70000,Petrol,Individual,Automatic,Second Owner,8,Toyota,Luxury,Medium,Old,14.73180128983843,1,1,4,1,26,3,1,2
Hyundai i20 1.4 Asta Option,2017,780000,50000,Diesel,Individual,Manual,First Owner,7,Hyundai,Premium,Low,Recent,13.567049198665774,0,0,1,1,10,2,0,1
Maruti Swift Dzire ZDI,2015,484999,90000,Diesel,Individual,Manual,Second Owner,9,Maruti,Mid-Range,Medium,Old,13.091902108061824,1,0,1,1,18,1,1,2
Volkswagen Vento Diesel Highline,2012,420000,90000,Diesel,Individual,Manual,Second Owner,12,Volkswagen,Mid-Range,Medium,Old,12.948009990259552,1,0,1,1,27,1,1,2
Mahindra XUV500 W10 AWD,2015,1225000,70000,Diesel,Individual,Manual,First Owner,9,Mahindra,Luxury,Medium,Old,14.018451401960965,0,0,1,1,17,3,1,2
Tata Indica Vista TDI LX,2015,350000,50000,Diesel,Individual,Manual,Second Owner,9,Tata,Mid-Range,Low,Old,12.765688433465597,1,0,1,1,25,1,0,2
Mahindra Verito 1.5 D4 BSIV,2015,350000,120000,Diesel,Individual,Manual,Third Owner,9,Mahindra,Mid-Range,High,Old,12.765688433465597,2,0,1,1,17,1,2,2
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,800000,230000,Diesel,Individual,Manual,First Owner,13,Toyota,Premium,Very High,Old,13.592367006650065,0,0,1,1,26,2,3,2
Hyundai Santro Xing XG AT,2004,125000,70000,Petrol,Individual,Automatic,Second Owner,20,Hyundai,Budget,Medium,Very Old,11.736069016284437,1,1,4,1,10,0,1,3
Tata Indica V2 DLS BSII,2010,75000,100000,Diesel,Individual,Manual,Third Owner,14,Tata,Budget,Medium,Old,11.225243392518447,2,0,1,1,25,0,1,2
Mahindra KUV 100 G80 K4 Plus,2018,509999,15000,Petrol,Individual,Manual,First Owner,6,Mahindra,Mid-Range,Low,Recent,13.142164043914272,0,0,4,1,17,1,0,1
Tata Indigo Classic Dicor,2014,215000,80000,Diesel,Individual,Manual,Third Owner,10,Tata,Budget,Medium,Old,12.2783933071098,2,0,1,1,25,0,1,2
Maruti Swift Dzire VDI,2014,480000,101000,Diesel,Dealer,Manual,First Owner,10,Maruti,Mid-Range,High,Old,13.081541382884074,0,0,1,0,18,1,2,2
Maruti Swift VDI,2016,630000,55000,Diesel,Dealer,Manual,First Owner,8,Maruti,Premium,Medium,Old,13.353475098367715,0,0,1,0,18,2,1,2
Honda City 1.5 GXI,2007,190000,115000,Petrol,Dealer,Manual,Second Owner,17,Honda,Budget,High,Very Old,12.154779351142624,1,0,4,0,9,0,2,3
Maruti Swift VDI,2015,500000,100000,Diesel,Dealer,Manual,First Owner,9,Maruti,Mid-Range,Medium,Old,13.122363377404328,0,0,1,0,18,1,1,2
Volkswagen Jetta 2.0L TDI Comfortline,2014,850000,52000,Diesel,Dealer,Manual,Second Owner,10,Volkswagen,Premium,Medium,Old,13.652991628466498,1,0,1,0,27,2,1,2
Maruti SX4 ZDI,2011,350000,105000,Diesel,Dealer,Manual,First Owner,13,Maruti,Mid-Range,High,Old,12.765688433465597,0,0,1,0,18,1,2,2
Renault Duster 85PS Diesel RxE,2013,425000,170000,Diesel,Dealer,Manual,First Owner,11,Renault,Mid-Range,High,Old,12.959844447906553,0,0,1,0,23,1,2,2
Maruti Swift VDI BSIV,2015,495000,105000,Diesel,Dealer,Manual,First Owner,9,Maruti,Mid-Range,High,Old,13.112313041550827,0,0,1,0,18,1,2,2
Maruti Ertiga SHVS VDI,2017,890000,60000,Diesel,Individual,Manual,Second Owner,7,Maruti,Premium,Medium,Recent,13.698976741708323,1,0,1,1,18,2,1,1
Hyundai Verna CRDi 1.6 AT EX,2018,1100000,25000,Diesel,Individual,Automatic,Second Owner,6,Hyundai,Luxury,Low,Recent,13.9108207377686,1,1,1,1,10,3,0,1
Mahindra XUV500 W8 2WD,2014,650000,218000,Diesel,Individual,Manual,Second Owner,10,Mahindra,Premium,Very High,Old,13.38472764187182,1,0,1,1,17,2,3,2
Ford Fiesta 1.6 ZXi Duratec,2009,233000,58000,Petrol,Individual,Manual,Third Owner,15,Ford,Budget,Medium,Old,12.358793732547838,2,0,4,1,8,0,1,2
Tata Indigo CS LS (TDI) BS-III,2015,300000,110000,Diesel,Individual,Manual,Second Owner,9,Tata,Budget,High,Old,12.611537753638338,1,0,1,1,25,0,2,2
Honda Amaze S Petrol BSIV,2020,614000,1000,Petrol,Individual,Manual,First Owner,4,Honda,Premium,Low,Recent,13.327750207129279,0,0,4,1,9,2,0,1
Hyundai i10 Sportz 1.2,2010,250000,100000,Petrol,Individual,Manual,Second Owner,14,Hyundai,Budget,Medium,Old,12.429216196844383,1,0,4,1,10,0,1,2
Hyundai i10 Sportz 1.2,2010,250000,110000,Petrol,Individual,Manual,Second Owner,14,Hyundai,Budget,High,Old,12.429216196844383,1,0,4,1,10,0,2,2
Maruti Alto LXi,2011,200000,40000,Petrol,Individual,Manual,First Owner,13,Maruti,Budget,Low,Old,12.206072645530174,0,0,4,1,18,0,0,2
