name,selling_price,car_age,km_driven,brand,fuel,transmission,owner,cluster_kmeans,cluster_dbscan,high_risk
Honda Civic 1.8 S AT,250000,17,47000,Honda,Petrol,Automatic,First Owner,3,19,0
Ford Figo Diesel Titanium,105000,14,90000,Ford,Diesel,Manual,Third Owner,1,7,0
Hyundai i20 Active 1.2 SX,550000,6,20000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai Grand i10 1.2 Kappa Sportz AT,600000,5,1100,Hyundai,Petrol,Automatic,First Owner,3,5,0
Maruti Alto 800 VXI,210000,4,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Alto 800 LXI Airbag,210000,12,15000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Alto LXi,150000,15,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai i10 Era 1.1,125000,16,60000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Celerio VXI,380000,8,20000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Baleno Delta 1.2,600000,5,5000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift VXI Deca,490000,8,27000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire LDI,545000,6,38000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Wagon R VXI BS IV,250000,9,25000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Venue SX Opt Turbo BSIV,1050000,4,1100,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LX Minor,100000,17,100000,Maruti,Petrol,Manual,First Owner,1,0,0
Ford Figo Diesel ZXI,250000,10,100000,Ford,Diesel,Manual,Second Owner,0,2,0
Maruti Wagon R LX BSIII,100000,17,110000,Maruti,Petrol,Manual,First Owner,1,0,1
Ford Figo 1.5D Ambiente ABS MT,350000,8,60000,Ford,Diesel,Manual,Second Owner,0,2,0
Renault Duster 110PS Diesel RxZ Plus,370000,12,70000,Renault,Diesel,Manual,Second Owner,0,2,0
Maruti Zen VXi - BS III,121000,20,110000,Maruti,Petrol,Manual,Second Owner,1,3,1
Ford Figo Aspire 1.5 Ti-VCT Titanium,570000,7,44077,Ford,Petrol,Automatic,First Owner,3,5,0
Maruti Ertiga SHVS VDI,785000,7,24000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Ciaz S 1.3,850000,6,30000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R VXI BS IV,375000,8,30000,Maruti,Petrol,Manual,Second Owner,2,3,0
Maruti Baleno Alpha 1.2,619000,7,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Chevrolet Cruze LTZ,335000,13,90000,Chevrolet,Diesel,Manual,Second Owner,0,2,0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000,18,50000,Toyota,Diesel,Manual,First Owner,0,-1,0
Maruti Wagon R LX,60000,21,100000,Maruti,Petrol,Manual,Second Owner,1,3,0
Mahindra Ingenio CRDe,210000,9,210000,Mahindra,Diesel,Manual,First Owner,0,-1,0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,1900000,5,20000,Toyota,Diesel,Manual,First Owner,0,1,0
Tata Indigo TDI,270000,11,70000,Tata,Diesel,Manual,Second Owner,0,2,0
Maruti Wagon R LXI Minor,225000,14,100000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti SX4 ZXI MT BSIV,150000,13,160000,Maruti,Petrol,Manual,Second Owner,1,3,0
Chevrolet Beat Diesel LT,173000,11,70000,Chevrolet,Diesel,Manual,First Owner,0,1,0
BMW 5 Series 520d Luxury Line,4800000,6,9422,BMW,Diesel,Automatic,First Owner,3,-1,0
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,710000,7,110000,Volkswagen,Diesel,Automatic,First Owner,3,-1,0
Toyota Corolla Altis 1.8 GL,1500000,5,20000,Toyota,Petrol,Manual,First Owner,2,0,0
Maruti Baleno Zeta 1.2,550000,7,20000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti 800 AC BSIII,58000,16,70000,Maruti,Petrol,Manual,Second Owner,1,3,0
Audi A4 1.8 TFSI,1200000,12,60000,Audi,Petrol,Automatic,Third Owner,3,-1,0
Mahindra Scorpio M2DI,500000,11,150000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Swift LXi BSIV,120000,15,83000,Maruti,Petrol,Manual,Second Owner,1,3,0
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,300000,12,250000,Toyota,Diesel,Manual,First Owner,0,-1,0
Hyundai EON Era Plus,300000,6,30000,Hyundai,Petrol,Manual,First Owner,2,0,0
Datsun GO Plus T Option BSIV,295000,9,21000,Datsun,Petrol,Manual,First Owner,2,0,0
Maruti Ertiga VXI CNG,587000,6,80000,Maruti,CNG,Manual,First Owner,0,-1,0
Ambassador Grand 1800 ISZ MPFI PW CL,430000,12,50000,Ambassador,Petrol,Manual,Second Owner,2,3,0
Hyundai Verna i (Petrol),123000,17,50000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Skoda Laura Ambiente 2.0 TDI CR AT,450000,12,48500,Skoda,Diesel,Automatic,Second Owner,3,-1,0
Maruti Wagon R LXI Minor,130000,17,60000,Maruti,Petrol,Manual,Third Owner,1,6,0
Tata Indica Vista Aqua 1.4 TDI,110000,14,90000,Tata,Diesel,Manual,Second Owner,1,2,0
Mahindra Xylo Celebration Edition BSIV,200000,14,240000,Mahindra,Diesel,Manual,Third Owner,1,-1,0
Hyundai Grand i10 Magna,320000,9,70000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Maruti Wagon R LXI BS IV,300000,10,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Volkswagen CrossPolo 1.2 MPI,350000,8,110000,Volkswagen,Petrol,Manual,First Owner,2,0,0
Maruti Ertiga VXI Petrol,800000,6,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Xcent 1.1 CRDi S,270000,8,175000,Hyundai,Diesel,Manual,First Owner,0,1,0
Hyundai i20 1.2 Magna Executive,540000,7,60000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI CNG,160000,13,60000,Maruti,CNG,Manual,Second Owner,0,11,0
Maruti SX4 VDI,340000,11,100000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Eeco 5 Seater AC BSIV,350000,7,40000,Maruti,Petrol,Manual,Second Owner,2,3,0
Volkswagen Vento Diesel Style Limited Edition,300000,13,100000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Maruti Ritz VDi,330000,11,63000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R LXI CNG,325000,8,80000,Maruti,CNG,Manual,Second Owner,0,-1,0
Maruti Swift Dzire VDI,250000,11,55000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift Star VDI,250000,11,55000,Maruti,Diesel,Manual,First Owner,0,1,0
Chevrolet Beat LT Option,240000,9,60000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Hyundai Grand i10 1.2 Kappa Magna BSIV,545000,4,5000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai i10 Magna 1.1 iTech SE,300000,9,48000,Hyundai,Petrol,Manual,First Owner,2,0,0
Renault KWID RXT,240000,7,50000,Renault,Petrol,Manual,First Owner,2,0,0
Renault KWID 1.0 RXT Optional,360000,6,15000,Renault,Petrol,Manual,First Owner,2,0,0
Hyundai i20 1.4 CRDi Magna,250000,12,70000,Hyundai,Diesel,Manual,First Owner,0,1,0
Skoda Laura Elegance 2.0 TDI CR AT,475000,5,105000,Skoda,Diesel,Automatic,First Owner,3,-1,0
Hyundai i20 Asta Option 1.4 CRDi,600000,8,50000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Tata Indigo CR4,150000,14,80000,Tata,Diesel,Manual,Second Owner,1,2,0
Ford EcoSport 1.5 Diesel Trend BSIV,700000,7,50000,Ford,Diesel,Manual,First Owner,0,1,0
Mahindra XUV500 W6 2WD,1290000,8,5000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Celerio ZXI AMT BSIV,500000,6,10000,Maruti,Petrol,Automatic,First Owner,3,5,0
Hyundai Santro Xing GLS,193000,12,45000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Honda City i VTEC V,800000,9,10000,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI Minor,150000,16,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti 800 AC,80000,22,40000,Maruti,Petrol,Manual,Fourth & Above Owner,1,9,0
Ford Figo Diesel EXI,130000,14,100000,Ford,Diesel,Manual,Third Owner,1,7,0
Ford Figo Diesel EXI,280000,12,80000,Ford,Diesel,Manual,Second Owner,0,2,0
Mahindra Xylo D2 BS IV,229999,13,110000,Mahindra,Diesel,Manual,Second Owner,1,2,0
Maruti Zen Estilo VXI BSIII,80000,16,120000,Maruti,Petrol,Manual,First Owner,1,0,1
Tata Nano Cx BSIII,70000,14,10000,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Ritz VDi,240000,11,60000,Maruti,Diesel,Manual,Second Owner,0,2,0
Mahindra Xylo E8,380000,14,72000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Hyundai Santro Xing XO,80000,18,110000,Hyundai,Petrol,Manual,First Owner,1,0,1
Hyundai i10 Era,265000,11,50000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai EON Magna Plus Option,320000,6,25000,Hyundai,Petrol,Manual,First Owner,2,0,0
Nissan Terrano XL 110 PS,500000,10,120000,Nissan,Diesel,Manual,Third Owner,1,7,0
Hyundai Creta 1.6 CRDi SX Option,1300000,8,55000,Hyundai,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio S11 BSIV,1500000,6,35000,Mahindra,Diesel,Manual,First Owner,0,1,0
Toyota Innova Crysta 2.8 ZX AT BSIV,1800000,8,110000,Toyota,Diesel,Automatic,First Owner,3,-1,0
Mahindra XUV500 W6 2WD,600000,10,80000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Tata Tiago 1.2 Revotron XT,420000,6,80000,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Zen Estilo LXI BS IV,140000,15,120000,Maruti,Petrol,Manual,First Owner,1,0,0
Skoda Laura Ambiente 2.0 TDI CR MT,300000,14,100000,Skoda,Diesel,Manual,Second Owner,1,2,0
Hyundai Santro Xing XL eRLX Euro III,100000,18,60000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Maruti Alto K10 VXI,350000,7,25000,Maruti,Petrol,Manual,First Owner,2,0,0
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,850000,6,19000,Ford,Petrol,Manual,First Owner,2,0,0
Maruti Alto LX,140000,16,54000,Maruti,Petrol,Manual,First Owner,2,0,0
Ford Aspire Titanium Plus BSIV,550000,9,17100,Ford,Petrol,Manual,Second Owner,2,3,0
Hyundai Grand i10 Asta Option AT,525000,7,19000,Hyundai,Petrol,Automatic,First Owner,3,5,0
Ford Ecosport 1.5 DV5 MT Titanium,470000,9,146000,Ford,Diesel,Manual,First Owner,0,1,0
Ford Endeavour 3.0L 4X4 AT,900000,11,98000,Ford,Diesel,Automatic,First Owner,3,-1,0
Ford Endeavour 2.5L 4X2,500000,13,224642,Ford,Diesel,Manual,Second Owner,1,-1,0
Maruti Zen LXI,80000,26,120000,Maruti,Petrol,Manual,Second Owner,1,3,1
Mahindra Verito 1.5 D2 BSIII,175000,13,175000,Mahindra,Diesel,Manual,First Owner,0,1,0
Mahindra XUV500 AT W10 AWD,1350000,7,15000,Mahindra,Diesel,Automatic,Second Owner,3,-1,0
Renault Duster 110PS Diesel RxZ,800000,7,50000,Renault,Diesel,Manual,First Owner,0,1,0
Datsun RediGO 1.0 S,250000,7,15000,Datsun,Petrol,Manual,First Owner,2,0,0
Maruti Ignis 1.2 AMT Alpha BSIV,700000,6,25000,Maruti,Petrol,Automatic,First Owner,3,5,0
Tata Nexon 1.5 Revotorq XM,800000,5,25000,Tata,Diesel,Manual,First Owner,0,1,0
Mahindra XUV500 W6 2WD,660000,11,69000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI BSIV,465000,9,60000,Maruti,Diesel,Manual,Third Owner,0,7,0
Mahindra Scorpio 2.6 CRDe,180000,18,222435,Mahindra,Diesel,Manual,Second Owner,1,-1,1
Maruti Swift Dzire VDI,600000,7,66000,Maruti,Diesel,Manual,Third Owner,0,7,0
Ford Fiesta 1.4 ZXi Duratec,150000,14,110000,Ford,Petrol,Manual,First Owner,2,0,0
Hyundai Verna 1.6 SX,450000,10,78000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Hyundai Elite i20 Sportz Plus BSIV,721000,5,10000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Swift 1.2 DLX,300000,6,35000,Maruti,Petrol,Manual,First Owner,2,0,0
Mahindra Scorpio BSIV,1000000,5,10000,Mahindra,Diesel,Manual,First Owner,0,1,0
Renault KWID RXT,300000,8,40000,Renault,Petrol,Manual,First Owner,2,0,0
Mahindra Scorpio LX,450000,11,120000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Esteem AX,79000,27,70000,Maruti,Petrol,Automatic,First Owner,1,-1,0
Ford Figo 1.5D Trend MT,545000,7,40000,Ford,Diesel,Manual,First Owner,0,1,0
Honda Amaze V Diesel BSIV,844999,6,20000,Honda,Diesel,Manual,First Owner,0,1,0
Skoda Rapid 1.5 TDI Ambition,700000,8,93000,Skoda,Diesel,Manual,First Owner,0,1,0
Toyota Etios VD,650000,8,159000,Toyota,Diesel,Manual,First Owner,0,1,0
Ford Ecosport 1.5 DV5 MT Titanium,525000,10,75000,Ford,Diesel,Manual,Second Owner,0,2,0
Ford Fiesta Classic 1.4 SXI Duratorq,110000,18,101100,Ford,Diesel,Manual,Third Owner,1,7,1
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,180000,13,66000,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai i10 Era,280000,12,30000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Renault KWID 1.0 RXT Optional,400000,5,10000,Renault,Petrol,Manual,First Owner,2,0,0
Mahindra XUV500 W8 4WD,625000,12,126000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Volkswagen Vento 1.5 TDI Highline,535000,9,70000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI Optional,459999,7,50000,Maruti,Diesel,Manual,First Owner,0,1,0
Mahindra Bolero DI,300000,14,100000,Mahindra,Diesel,Manual,First Owner,0,1,0
Honda Civic 1.8 V AT,280000,17,60000,Honda,Petrol,Automatic,First Owner,3,19,0
Honda Mobilio V i VTEC,500000,10,70000,Honda,Petrol,Manual,First Owner,2,0,0
Hyundai Creta 1.6 SX,1200000,5,1200,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai i10 Sportz AT,180000,13,134444,Hyundai,Petrol,Automatic,Second Owner,3,-1,0
Maruti Alto LXi,78000,15,120000,Maruti,Petrol,Manual,Second Owner,1,3,0
Nissan Micra Diesel XV Premium,160000,13,120000,Nissan,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,10,238000,Mahindra,Diesel,Manual,First Owner,0,-1,0
Maruti Wagon R LXI Minor,110000,16,100000,Maruti,Petrol,Manual,Second Owner,1,3,0
Mahindra Bolero SLX 4WD BSIII,450000,13,110000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Mahindra Scorpio S9 BSIV,1350000,5,35000,Mahindra,Diesel,Manual,First Owner,0,1,0
Honda City 1.3 DX,120000,21,165000,Honda,Petrol,Manual,Second Owner,1,-1,1
Honda BR-V i-DTEC VX MT,1040000,6,42000,Honda,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 CRDi Sportz,390000,10,70000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Tata Nano Lx BSIII,65000,13,60000,Tata,Petrol,Manual,Second Owner,1,3,0
Volkswagen Polo Diesel Highline 1.2L,320000,11,115000,Volkswagen,Diesel,Manual,Third Owner,1,7,0
Volkswagen Ameo 1.5 TDI Highline,720000,7,70000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Maruti Swift ZXI ABS,220000,17,80000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Wagon R LXI BS IV,225000,13,65000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Manza Aura (ABS) Quadrajet BS IV,200000,14,150000,Tata,Diesel,Manual,Second Owner,1,2,0
Toyota Etios GD,434999,9,75000,Toyota,Diesel,Manual,Second Owner,0,2,0
Ford Figo Diesel Titanium,300000,12,63700,Ford,Diesel,Manual,First Owner,0,1,0
Honda Amaze VX i-DTEC,700000,6,74800,Honda,Diesel,Manual,First Owner,0,1,0
Ford Endeavour 2.5L 4X2 MT,500000,15,105000,Ford,Diesel,Manual,Second Owner,1,2,0
Renault Duster 85PS Diesel RxE,500000,8,40000,Renault,Diesel,Manual,First Owner,0,1,0
Maruti Ritz LDi,400000,8,90000,Maruti,Diesel,Manual,Second Owner,0,2,0
Toyota Corolla Altis D-4D J,825000,9,75000,Toyota,Diesel,Manual,Second Owner,0,2,0
Maruti Swift Dzire VDI,720000,6,15000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti 800 AC Uniq,110000,15,30000,Maruti,Petrol,Manual,Second Owner,1,3,0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,10,100000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Mahindra Scorpio VLX 2WD AT BSIV,275000,15,155000,Mahindra,Diesel,Automatic,Third Owner,1,-1,0
Land Rover Range Rover Evoque 2.2L Dynamic,2349000,12,149000,Land,Diesel,Automatic,Second Owner,3,-1,0
Hyundai i20 1.4 Sportz,740000,7,60000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Baleno Alpha 1.3,800000,7,90000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Verna CRDi 1.6 SX Option,1100000,5,100000,Hyundai,Diesel,Manual,First Owner,0,-1,0
BMW X1 sDrive20d,750000,12,100000,BMW,Diesel,Automatic,Second Owner,3,-1,0
Maruti Alto K10 2010-2014 VXI,200000,12,90000,Maruti,Petrol,Manual,Second Owner,1,3,0
Tata Spacio SA 6 Seater,210000,15,75000,Tata,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI BSIV,270000,15,120000,Maruti,Diesel,Manual,Second Owner,1,2,0
Toyota Etios 1.4 VXD,630000,8,90000,Toyota,Diesel,Manual,Second Owner,0,2,0
Hyundai Xcent 1.2 Kappa S,375000,9,55000,Hyundai,Petrol,Manual,First Owner,2,0,0
Mahindra Xylo D2,300000,14,70000,Mahindra,Diesel,Manual,First Owner,0,1,0
Mahindra Bolero Power Plus SLX,580000,8,95000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Hyundai Verna 1.4 CRDi,550000,10,50000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Ciaz ZDi Plus SHVS,750000,8,50000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Omni E MPI STD BS IV,250000,10,60516,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Verna 1.6 SX,434999,12,235000,Hyundai,Diesel,Manual,Second Owner,1,-1,0
Mercedes-Benz E-Class 280 CDI,900000,17,76731,Mercedes-Benz,Diesel,Automatic,First Owner,3,-1,0
Maruti Swift ZDI,685000,8,64000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI BSIV,540000,10,65000,Maruti,Diesel,Manual,First Owner,0,1,0
Honda City i-VTEC CVT ZX,1165000,6,13000,Honda,Petrol,Automatic,Test Drive Car,3,-1,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,610000,10,77000,Ford,Diesel,Manual,First Owner,0,1,0
Hyundai EON Era,254999,13,24000,Hyundai,Petrol,Manual,First Owner,2,0,0
Nissan Micra Active XV,280000,10,63840,Nissan,Petrol,Manual,First Owner,2,0,0
Tata Tiago 1.2 Revotron XT,370000,7,25000,Tata,Petrol,Manual,First Owner,2,0,0
Tata New Safari DICOR 2.2 EX 4x2,459999,13,76400,Tata,Diesel,Manual,Second Owner,0,2,0
Maruti Zen LX,42000,26,70000,Maruti,Petrol,Manual,Third Owner,1,6,0
Fiat Linea Active (Diesel),190000,13,80000,Fiat,Diesel,Manual,Third Owner,1,7,0
Fiat Punto 1.4 Emotion,165000,14,100000,Fiat,Petrol,Manual,Fourth & Above Owner,1,9,0
Ford EcoSport 1.5 Diesel Trend Plus BSIV,710000,7,40000,Ford,Diesel,Manual,First Owner,0,1,0
Hyundai Creta 1.6 SX Option,1200000,6,15000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Zen Estilo LXI BS IV,229999,13,70000,Maruti,Petrol,Manual,First Owner,2,0,0
Renault KWID RXT,310000,6,15000,Renault,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R VXI BS IV,320000,9,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti 800 AC,100000,18,54000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Verna CRDi,160000,15,90000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti 800 AC BSIII,60000,17,52000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Indigo LS,100000,12,200000,Tata,Diesel,Manual,Third Owner,1,-1,0
Chevrolet Beat Diesel LT,350000,8,35000,Chevrolet,Diesel,Manual,Second Owner,0,2,0
Renault Duster 110PS Diesel RxZ AWD,700000,7,60000,Renault,Diesel,Manual,First Owner,0,1,0
Maruti Alto K10 VXI,300000,7,31489,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai i20 1.4 Asta Option,830000,6,40000,Hyundai,Diesel,Manual,First Owner,0,1,0
Hyundai Verna Transform VTVT,229999,14,70000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Magna Optional 1.4 CRDi,400000,11,100000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Gypsy King Hard Top Ambulance BSIV,300000,19,70000,Maruti,Petrol,Manual,Second Owner,1,3,0
Ford Figo Diesel Celebration Edition,300000,11,50000,Ford,Diesel,Manual,First Owner,0,1,0
Ford Fiesta 1.4 SXi TDCi,80000,15,180000,Ford,Diesel,Manual,Second Owner,1,2,0
Maruti 800 AC,80000,16,50000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Esteem Vxi,100000,17,90000,Maruti,Petrol,Manual,Second Owner,1,3,0
Tata Indica Vista Quadrajet LS,300000,12,110000,Tata,Diesel,Manual,First Owner,0,1,0
Maruti Baleno Zeta Automatic,700000,6,26000,Maruti,Petrol,Automatic,First Owner,3,5,0
Maruti Vitara Brezza ZDi Plus,975000,8,65000,Maruti,Diesel,Manual,First Owner,0,1,0
Chevrolet Captiva LT,500000,15,130000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Renault Duster 85PS Diesel RxL Optional,550000,11,75000,Renault,Diesel,Manual,Second Owner,0,2,0
Nissan Terrano XV Premium 110 PS,550000,10,110000,Nissan,Diesel,Manual,Second Owner,0,2,0
Maruti Alto K10 2010-2014 VXI,240000,10,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti 800 Std,50000,27,80000,Maruti,Petrol,Manual,Second Owner,1,-1,0
Tata Indica Vista Aura 1.2 Safire,120000,15,80000,Tata,Petrol,Manual,Second Owner,1,3,0
Maruti Alto 800 LXI,900000,11,60000,Maruti,Petrol,Manual,Second Owner,2,-1,0
Honda City 1.5 V MT,250000,15,90000,Honda,Petrol,Manual,Second Owner,1,3,0
Renault KWID 1.0 RXT Optional,280000,7,36000,Renault,Petrol,Manual,First Owner,2,0,0
Tata Indica Vista Terra Quadrajet 1.3L BS IV,85000,14,87000,Tata,Diesel,Manual,First Owner,0,1,0
Tata Indica Vista Terra 1.4 TDI,90000,13,80000,Tata,Diesel,Manual,First Owner,0,1,0
Chevrolet Enjoy TCDi LT 8 Seater,500000,9,50000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Maruti 800 Std,200000,11,60000,Maruti,Petrol,Manual,First Owner,2,0,0
Renault KWID RXT,250000,9,50000,Renault,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire VDI,185000,10,40000,Maruti,Diesel,Manual,Third Owner,1,7,0
Hyundai i10 Magna 1.1,100000,16,60000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Toyota Etios VXD,610000,9,55000,Toyota,Diesel,Manual,First Owner,0,1,0
Mahindra Quanto C8,290000,12,80000,Mahindra,Diesel,Manual,First Owner,0,1,0
Mahindra Xylo E9,300000,12,295000,Mahindra,Diesel,Manual,First Owner,1,-1,0
Hyundai EON Era Plus,225000,9,80000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Alto K10 VXI,320000,7,50000,Maruti,Petrol,Manual,Second Owner,2,3,0
Tata Indigo CR4,135000,12,158000,Tata,Diesel,Manual,Third Owner,1,-1,0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,400000,18,400000,Toyota,Diesel,Manual,Third Owner,1,-1,1
Nissan Sunny XL,600000,8,19495,Nissan,Petrol,Manual,First Owner,2,0,0
Renault Duster 85PS Diesel RxL Plus,570000,11,62668,Renault,Diesel,Manual,First Owner,0,1,0
Mahindra XUV500 W6 2WD,850000,11,85710,Mahindra,Diesel,Manual,First Owner,0,1,0
Ford Figo Diesel EXI,250000,13,55130,Ford,Diesel,Manual,Second Owner,0,2,0
Ford Ecosport 1.5 DV5 MT Titanium,580000,10,63356,Ford,Diesel,Manual,Second Owner,0,2,0
Toyota Fortuner 3.0 Diesel,1680000,12,129627,Toyota,Diesel,Manual,First Owner,0,-1,0
Chevrolet Spark 1.0 LT,180000,14,15000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Tata Tiago 1.2 Revotron XE,300000,7,50000,Tata,Petrol,Manual,First Owner,2,0,0
Toyota Etios Liva VX,269000,12,70000,Toyota,Petrol,Manual,Second Owner,2,3,0
Maruti Alto K10 VXI,231999,6,20000,Maruti,Petrol,Manual,First Owner,2,0,0
Chevrolet Beat LS,150000,13,60000,Chevrolet,Petrol,Manual,Third Owner,1,6,0
Hyundai Grand i10 Asta Option,495000,7,5000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Ciaz VXi,700000,10,15000,Maruti,Petrol,Manual,First Owner,2,0,0
Datsun GO Plus T BSIV,400000,6,4400,Datsun,Petrol,Manual,Second Owner,2,3,0
Mahindra Xylo H4,599000,5,15000,Mahindra,Diesel,Manual,Third Owner,0,-1,0
Renault Duster 85PS Diesel RxL Optional,421000,11,45000,Renault,Diesel,Manual,First Owner,0,1,0
Ford EcoSport 1.5 Diesel Trend BSIV,841000,6,1000,Ford,Diesel,Manual,First Owner,0,1,0
Hyundai i10 Magna 1.1L,295000,10,38500,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai i10 Sportz,220000,13,25000,Hyundai,Petrol,Manual,First Owner,2,0,0
Ford Classic 1.4 Duratorq LXI,250000,11,35000,Ford,Diesel,Manual,First Owner,0,1,0
Toyota Fortuner 3.0 Diesel,1100000,15,110000,Toyota,Diesel,Manual,Second Owner,0,-1,0
Hyundai Verna 1.6 VTVT,300000,12,40000,Hyundai,Petrol,Manual,First Owner,2,0,0
Chevrolet Aveo U-VA 1.2,80000,17,110000,Chevrolet,Petrol,Manual,Second Owner,1,3,1
Chevrolet Beat Diesel LT,215000,11,20000,Chevrolet,Diesel,Manual,Third Owner,1,-1,0
Hyundai EON Magna Plus,245000,12,14987,Hyundai,Petrol,Manual,First Owner,2,0,0
Ford EcoSport 1.5 TDCi Titanium BSIV,650000,8,25061,Ford,Diesel,Manual,First Owner,0,1,0
Ford Ecosport 1.5 Diesel Titanium,760000,7,42494,Ford,Diesel,Manual,First Owner,0,1,0
